﻿msg_0,"フェンスの前で、警備員たちが
こちらに背中を向け煙草をふかしていた。
勤務態度の悪い奴らだ。
[sync][wait][clear][end]"
msg_1,"[color(yellow)]若い警備員[color(white)]
侵入者ってな、本当なんですか？
[sync][wait][clear][end]"
msg_2,"[color(yellow)]中年の警備員[color(white)]
ああ、若い女二人に男が三人って話だ。
放っとけとよ。
[sync][wait][clear][end]"
msg_3,"舞耶姉たちのことだろう。
[sync][wait][clear][end]"
msg_4,"[color(yellow)]若い警備員[color(white)]
なんでまた。
ここでやってることが外に知れたら、まずいでしょ。
[sync][wait][clear][end]"
msg_5,"[color(yellow)]中年の警備員[color(white)]
知るかよ。
神条様のご命令、ってな。
[sync][wait][clear][end]"
msg_6,"神条…初めて聞く名だが、
こいつらよりは厄介な奴に違いない。
[wait][clear][end]"
msg_7,"承知の上で放置しておくのは、罠に嵌める自信があるか、
放っておいても支障がないということだ。
そういう手合は性質が悪い。
[wait][clear][end]"
msg_8,"何にせよ急いだ方がよさそうだ。
年上の方が、腰にぶら下げている鍵束を頂いていこう。
そいつはまた煙草を取り出し火を付けようとしていた。
[sync][wait][clear][end]"
msg_9,"[color(yellow)]中年の警備員[color(white)]
チッ、ガスが切れやがった。
おい、火貸してくれ。
[sync][wait][clear][end]"
msg_10,"若い方が、頷いてあちこちポケットをまさぐり始めた。
グズな奴だ。
[sync][wait][clear][end]"
msg_11,"[color(yellow)]中年の警備員[color(white)]
おい、まだかよ。
[sync][wait][clear][end]"
msg_12,"[color(yellow)]若い警備員[color(white)]
おかしいな…
さっき火つけましたよね？
[sync][wait][clear][end]"
msg_13,"俺が後ろから左手を伸ばしてジッポの火を差し出すと、
年上は礼を言って火をつけ、美味そうに煙を吐き出した。
手元が寂しくて自分で買ったものだが、
思わぬ役に立った。
[sync][wait][clear][end]"
msg_14,"[color(yellow)]中年の警備員[color(white)]
おお、悪いな。
[sync][wait][clear][end]"
msg_15,"[color(yellow)]若い警備員[color(white)]
あ、あった。
はい、どう…
[sync][wait][clear][end]"
msg_16,"ようやくライターを見つけた若い方は、
横を向き俺に気づいて目を丸くした。
手早く年上の顔面に左肘を食らわせ壁とサンドイッチにし
若い方の鳩尾にも刀の柄を叩き込んだ。
[sync][wait][clear][end]"
msg_17,"[color(yellow)]若い警備員[color(white)]
ぐお…
お…おっ…！
[sync][wait][clear][end]"
msg_18,"目の端で、年上が白目を剥いて崩れ落ちていく。
手加減した若い方は、身を屈めて空気を求め喘いでいた。
そいつの襟首を掴んでフェンスに叩きつけると、
鞘からわずかに抜いた刀の刃を首筋に押し付けた。
[sync][wait][clear][end]"
msg_19,"[color(yellow)][tatsuya][color(white)]
宮代詩織、髪の長い女の警官を拉致したはずだ。
どこにいる。
[sync][wait][clear][end]"
msg_20,"[color(yellow)]若い警備員[color(white)]
よ…４階だ…
研究…室…
[sync][wait][clear][end]"
msg_21,"[color(yellow)][tatsuya][color(white)]
エレベーターには、３階までしか表示がなかった。
どうやって４階に行く。
[sync][wait][clear][end]"
msg_22,"[color(yellow)]若い警備員[color(white)]
エレベーターのボタンを押す順番が…
セキュリティコードになってるって話だ…
俺は…知らん…
[sync][wait][clear][end]"
msg_23,"[color(yellow)][tatsuya][color(white)]
誰が知ってる。
そいつか？
[sync][wait][clear][end]"
msg_24,"[color(yellow)]若い警備員[color(white)]
このフェンスの…
向こうの部屋に…
警備担当の管理者が…
[sync][wait][clear][end]"
msg_25,"フェンスの向こうには、エレベーターで行くしか
なさそうだ。
[wait][clear][end]"
msg_26,"俺は、年上がぶら下げていた鍵束に
エレベーターの配電盤の鍵があることを聞き出すと、
今度は鳩尾に膝をプレゼントして寝かせてやった。
[wait][clear][end]"
msg_27,"こいつらには、舞耶姉たちのことを聞くだけ無駄だろう。
伸びている年上から火の礼に鍵束を頂戴し、
その場を離れた。
[sync][wait][clear][end]"
